parkid,rectypeid,amenityid,created_us,created_da,last_edite,last_edi_1,amentype,courtsurf,courtsize,courtlight,courtfence,fieldsurf,fldplayage,fieldlight,fieldfence,football,cricket,lacrosse,soccer,fhockey,softball,baseball,sheltype,shelsurf,shellight,shelelec,shelwater,shelrstrm,shelgrill,shelcap,playsurf,playada,playage,recrmrent,recgym,recfitctr,recpool,reclockrm,recomplab,recindoor,reservable,managedby,tball,amenstatus
HORN,TENNCT,07,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
HORN,TENNCT,08,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
HORN,TENNCT,09,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
HORN,TENNCT,10,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
HORN,TENNCT,11,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
HORN,TENNCT,12,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
HORN,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,SWINGS,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,SWINGS,03,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,SHELTR,02,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,RESTRM,03,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,SHELTR,03,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,SHELTR,04,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,SHELTR,05,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,VOLYBL,02,,,PARKEDITOR,1/3/2022,COURT,Sand,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
HORN,BSKTCT,02,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
HORN,SHELTR,06,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,SHELTR,07,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,PAVILN,02,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,PARKSP,03,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,PARKSP,04,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,HRSSHO,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,HRSSHO,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,HRSSHO,03,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,HRSSHO,04,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,HRSSHO,05,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,HRSSHO,06,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JPLN,RESTRM,01,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,PAVILN,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,No,No,Yes,No,20,,,,,,,,,,,Yes,Mecklenburg,,Open
REDY,SHELTR,02,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,No,No,Yes,No,20,,,,,,,,,,,No,Mecklenburg,,Open
REDY,RESTRM,02,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,CONSTD,01,,,PARKEDITOR,1/3/2022,CONCESSIONS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
REDY,SWINGS,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
REDY,PLAY60,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,SHELTR,03,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,No,No,Yes,Yes,20,,,,,,,,,,,Yes,Mecklenburg,,Open
REDY,SHELTR,04,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,No,No,Yes,Yes,20,,,,,,,,,,,Yes,Mecklenburg,,Open
REDY,SHELTR,05,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,Yes,Yes,Yes,Yes,Yes,60,,,,,,,,,,,Yes,Mecklenburg,,Open
REDY,VOLYBL,01,,,PARKEDITOR,1/3/2022,COURT,Sand,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
REDY,VOLYBL,02,,,PARKEDITOR,1/3/2022,COURT,Sand,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
REDY,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,SHABOR,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,Concrete,No,Yes,No,Yes,Yes,0,,,,,,,,,,,Yes,Mecklenburg,,Open
REDY,SHABOR,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,Concrete,No,Yes,Yes,Yes,Yes,0,,,,,,,,,,,Yes,Mecklenburg,,Open
REDY,PARKSP,02,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,DOGPK,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,SHELTR,06,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,Yes,No,Yes,Yes,80,,,,,,,,,,,Yes,Mecklenburg,,Open
REDY,PARKSP,03,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,BALLFD,01,,,PARKEDITOR,1/3/2022,FIELD,,,,,Dirt,Youth/Adult,No,Yes,,,,,,Yes,Yes,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
REDY,MULTFD,01,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth/Adult,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
REDY,RESTRM,01,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,BSKTCT,01,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
REDY,SHABOR,03,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,SHELTR,07,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,Yes,Yes,Yes,Yes,80,,,,,,,,,,,Yes,Mecklenburg,,Open
REDY,PARKSP,04,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,BALLFD,02,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,MULTFD,02,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Adult,No,Yes,No,Yes,No,No,No,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
REDY,SHELTR,08,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,HRSSHO,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,HRSSHO,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,PARKSP,05,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RENP,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,No,No,No,No,40,,,,,,,,,,,Yes,Mecklenburg,,Open
RENP,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RENP,INTERP,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,COMGRD,01,,,PARKEDITOR,1/3/2022,GARDEN,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
REDY,SWINGS,03,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
RENP,NATCTR,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
UNTY,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
BRWD,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
BRWD,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
EASR,RECGYM,01,,,PARKEDITOR,1/3/2022,FACILITY,Wood,Full,,,Synthetic,,,,,,,Yes,,,,,,,,,,,0,,,,,Yes,Yes,Yes,Yes,Yes,,,Mecklenburg,,Open
EASP,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HOWA,BSKTCT,01,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
DEVS,SWINGS,01,,,PARKEDITOR,3/31/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HOWA,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HOWA,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
HOWA,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
HOWA,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
HOWA,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,No,No,No,Yes,20,,,,,,,,,,,No,Mecklenburg,,Open
REDY,DISCGF,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REDY,DISCGF,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLKR,RECGYM,01,,,PARKEDITOR,1/3/2022,FACILITY,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DRTA,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
SUGP,SHELTR,02,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,Yes,Yes,Yes,No,Yes,20,,,,,,,,,,,Yes,Mecklenburg,,Open
ROCK,WALKTR,04,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
SUGP,SHELTR,03,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,Yes,Yes,Yes,No,Yes,20,,,,,,,,,,,Yes,Mecklenburg,,Open
FRED,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
FRED,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
FSPK,BSKTCT,01,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
FSPK,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
FSPK,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
MLCP,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,PARKSP,03,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,CONSTD,01,,,PARKEDITOR,1/3/2022,CONCESSIONS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,RESTRM,01,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,PLYGRD,03,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,TENNCT,01,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
MLCP,TENNCT,02,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
MLCP,TENNCT,03,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
MLCP,TENNCT,04,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
MLCP,TENNCT,05,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
MLCP,TENNCT,06,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
MLCP,TENNCT,07,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
MLCP,TENNCT,08,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
MLCP,CONSTD,02,,,PARKEDITOR,1/3/2022,CONCESSIONS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,RESTRM,02,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
UNCC,MULTFD,02,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
UNCC,MULTFD,03,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
UNCC,MULTFD,04,,,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
CLAR,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Poured-in-Place,,,,,,,,,,,Mecklenburg,,Open
CLAR,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Poured-in-Place,,,,,,,,,,,Mecklenburg,,Open
ROCK,WALKTR,03,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROCK,WALKTR,05,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROCK,BSKTCT,01,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
NEVN,HRSSHO,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,HRSSHO,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,HRSSHO,03,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,HRSSHO,04,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,HRSSHO,05,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,HRSSHO,06,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,PARKSP,03,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,SHFBRD,01,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
NEVN,SHFBRD,02,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
ROCK,SWINGS,01,,,PARKEDITOR,4/19/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
ROCK,PLYGRD,02,,,PARKEDITOR,4/19/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
NEVN,SHFBRD,03,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
NEVN,BOCCBL,01,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
NEVN,BOCCBL,02,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
NEVN,BOCCBL,03,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
NEVN,BOCCBL,04,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
NEVN,BOCCBL,05,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
NEVN,SHELTR,03,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,SPRAYG,01,,,PARKEDITOR,1/3/2022,AQUATIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,SWINGS,02,,,PARKEDITOR,6/13/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,PLYGRD,04,,,PARKEDITOR,6/13/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,PLYGRD,03,,,PARKEDITOR,6/13/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,WALKTR,03,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,WALKTR,04,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,WALKTR,05,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,WALKTR,06,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,WALKTR,07,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,WALKTR,08,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,DISCGF,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,DISCGF,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEVN,DISCGF,03,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,DISCGF,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,DISCGF,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,DISCGF,03,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,DISCGF,04,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
