parkid,rectypeid,amenityid,created_us,created_da,last_edite,last_edi_1,amentype,courtsurf,courtsize,courtlight,courtfence,fieldsurf,fldplayage,fieldlight,fieldfence,football,cricket,lacrosse,soccer,fhockey,softball,baseball,sheltype,shelsurf,shellight,shelelec,shelwater,shelrstrm,shelgrill,shelcap,playsurf,playada,playage,recrmrent,recgym,recfitctr,recpool,reclockrm,recomplab,recindoor,reservable,managedby,tball,amenstatus
HOSK,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
HOSK,WALKTR,01,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HOSK,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HOSK,WALKTR,03,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HOSK,WALKTR,04,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HOSK,WALKTR,05,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HOSK,WALKTR,06,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HOSK,WALKTR,07,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HOSK,WALKTR,08,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TUCP,SHELTR,02,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,No,No,Yes,Yes,40,,,,,,,,,,,Yes,Mecklenburg,,Open
TUCP,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
TUCP,BSKTCT,01,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
TUCP,BSKTCT,02,,,PARKEDITOR,1/3/2022,COURT,Combination,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
LTRC,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LTRC,SWINGS,01,,,PARKEDITOR,4/24/2023,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LTRC,WALKTR,03,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LTRC,WALKTR,04,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LTRC,WALKTR,05,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CROS,WALKTR,03,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CROS,WALKTR,04,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CROS,WALKTR,05,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CROS,GRNSPC,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CROS,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
EALD,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
EALD,WALKTR,03,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
EALD,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
TUCP,TENNCT,05,,,PARKEDITOR,4/19/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
TUCP,TENNCT,06,,,PARKEDITOR,4/19/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
TUCP,TENNCT,03,,,PARKEDITOR,4/19/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
TUCP,TENNCT,02,,,PARKEDITOR,4/19/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
TUCP,TENNCT,01,,,PARKEDITOR,4/19/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
COUL,PARKSP,04,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,WALKTR,05,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,WALKTR,06,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,WALKTR,07,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,VOLYBL,01,,,PARKEDITOR,1/3/2022,COURT,Sand,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
COUL,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
COUL,PLYGRD,03,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
COUL,BATCAG,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,BATCAG,04,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COUL,TENNCT,01,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
COUL,TENNCT,02,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
COUL,TENNCT,03,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
COUL,TENNCT,04,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
CLWD,DOGPK,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CLWD,RESTRM,01,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,PARKSP,02,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LTNC,NATCTR,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,PARKSP,04,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,PARKSP,05,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CRAP,INTERP,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CRAP,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,PARKSP,06,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,BOATNG,02,,,PARKEDITOR,1/3/2022,BOATING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,BOATNG,01,,,PARKEDITOR,1/3/2022,BOATING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,PARKSP,08,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CLWD,MULTFD,02,,,PARKEDITOR,4/18/2022,FIELD,,,,,Grass,Youth/Adult,No,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
LATN,BOATNG,03,,,PARKEDITOR,1/3/2022,BOATING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,VOLYBL,01,,,PARKEDITOR,1/3/2022,COURT,Sand,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
LATN,PARKSP,09,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,SHELTR,02,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,SHELTR,03,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,RESTRM,02,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,PARKSP,10,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATN,GAZEBO,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RURL,PAVILN,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RURL,RESTRM,01,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RURL,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RURL,INTERP,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RURL,INTERP,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RURL,INTERP,03,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COWW,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
STPH,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CANP,MULTFD,01,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
CANP,MULTFD,02,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
CANP,MULTFD,03,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
CANP,MULTFD,04,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
CANP,MULTFD,05,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
CANP,MULTFD,06,,,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
CANP,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
CANP,RESTRM,01,,,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
CANP,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
CANP,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
COWW,PIERDK,01,,,PARKEDITOR,3/31/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CANP,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
CANP,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
DAVP,DOGPK,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DAVP,DOGPK,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DAVP,PARKSP,02,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DAVP,SPRAYG,01,,,PARKEDITOR,1/3/2022,AQUATIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DAVP,COMGRD,01,,,PARKEDITOR,1/3/2022,GARDEN,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DAVP,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DAVP,WALKTR,03,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DAVP,WALKTR,04,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DAVP,PIKBAL,02,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
DAVP,PIKBAL,04,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
DAVP,PIKBAL,05,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
DAVP,PIKBAL,06,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
DAVP,PIKBAL,07,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
DAVP,PIKBAL,08,,,PARKEDITOR,1/3/2022,COURT,Asphalt,Full,No,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
DAVP,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Poured-in-Place,,,,,,,,,,,Mecklenburg,,Open
DAVP,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DAVP,PLYGRD,03,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Poured-in-Place,,,,,,,,,,,Mecklenburg,,Open
ALHS,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HAPK,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
HAPK,BATCAG,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
HAPK,BATCAG,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
HAPK,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
HAPK,SWINGS,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
NEWP,WALKTR,01,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LIND,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,No,Yes,No,Yes,60,,,,,,,,,,,No,Mecklenburg,,Open
LIND,WALKTR,01,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LIND,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LIND,WALKTR,03,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LIND,WALKTR,04,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LIND,WALKTR,05,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LIND,FITSTA,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LIND,PICNIC,01,,,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LIND,PICNIC,02,,,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LIND,SHABOR,01,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TRYH,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DRUD,BSKTCT,02,,,PARKEDITOR,1/3/2022,COURT,Concrete,Full,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
DRUD,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
DRUD,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
DRUD,FITSTA,02,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DRUD,FITSTA,03,,,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DRUD,COMGRD,01,,,PARKEDITOR,1/3/2022,GARDEN,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DRUD,WALKTR,01,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DBLP,PARKSP,01,,,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DBLP,PLYGRD,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DBLP,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DBLP,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ANSP,PLYGRD,02,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
ANSP,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,No,No,No,No,Yes,20,,,,,,,,,,,No,Mecklenburg,,Open
ANSP,WALKTR,01,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ANSP,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ANSP,WALKTR,03,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ANSP,WALKTR,04,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ANSP,WALKTR,05,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ANSP,WALKTR,06,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ANSP,BSKTCT,02,,,PARKEDITOR,1/3/2022,COURT,Concrete,Half,No,No,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
LHTP,PLYGRD,03,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
LHTP,SWINGS,01,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LHTP,PLYGRD,04,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
LHTP,PLYGRD,05,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
LHTP,PLYGRD,06,,,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,Fibar,,,,,,,,,,,Mecklenburg,,Open
LHTP,SHELTR,01,,,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,Concrete,Yes,Yes,Yes,No,Yes,20,,,,,,,,,,,No,Mecklenburg,,Open
LHTP,WALKTR,01,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LHTP,WALKTR,02,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LHTP,WALKTR,03,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LHTP,WALKTR,04,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LHTP,PICNIC,01,,,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LHTP,WALKTR,05,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LHTP,WALKTR,06,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LHTP,WALKTR,07,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LHTP,WALKTR,08,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LHTP,WALKTR,09,,,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
